0.0	100.00	0.00	0.00	0.000	50.00	30.00
0.1	98.02	15.67	49.01	40.547	49.71	29.74
0.2	96.08	31.09	96.08	69.315	49.44	29.47
0.3	94.18	46.02	141.26	91.629	49.19	29.21
0.4	92.31	60.22	184.62	109.861	48.96	28.95
0.5	90.48	73.47	226.21	125.276	48.75	28.69
0.6	88.69	85.57	266.08	138.629	48.56	28.42
0.7	86.94	96.31	304.28	150.408	48.39	28.16
0.8	85.21	105.54	340.86	160.944	48.24	27.90
0.9	83.53	113.10	375.87	170.475	48.11	27.65
1.0	81.87	118.88	409.37	179.176	48.00	27.39
1.1	80.25	122.79	441.39	187.180	47.91	27.13
1.2	78.66	124.75	471.98	194.591	47.84	26.87
1.3	77.11	124.75	501.18	201.490	47.79	26.62
1.4	75.58	122.79	529.05	207.944	47.76	26.36
1.5	74.08	118.88	555.61	214.007	47.75	26.10
1.6	72.61	113.10	580.92	219.722	47.76	25.85
1.7	71.18	105.54	605.00	225.129	47.79	25.59
1.8	69.77	96.31	627.91	230.259	47.84	25.34
1.9	68.39	85.57	649.67	235.138	47.91	25.09
2.0	67.03	73.47	670.32	239.790	48.00	24.83
2.1	65.70	60.22	689.90	244.235	48.11	24.58
2.2	64.40	46.02	708.44	248.491	48.24	24.33
2.3	63.13	31.09	725.98	252.573	48.39	24.08
2.4	61.88	15.67	742.54	256.495	48.56	23.83
2.5	60.65	0.00	758.16	260.269	48.75	23.58
2.6	59.45	-15.67	772.88	263.906	48.96	23.33
2.7	58.27	-31.09	786.71	267.415	49.19	23.08
2.8	57.12	-46.02	799.69	270.805	49.44	22.83
2.9	55.99	-60.22	811.85	274.084	49.71	22.58
3.0	54.88	-73.47	823.22	277.259	50.00	22.33
3.1	53.79	-85.57	833.81	280.336	50.31	22.09
3.2	52.73	-96.31	843.67	283.321	50.64	21.84
3.3	51.69	-105.54	852.80	286.220	50.99	21.59
3.4	50.66	-113.10	861.25	289.037	51.36	21.35
3.5	49.66	-118.88	869.02	291.777	51.75	21.10
3.6	48.68	-122.79	876.15	294.444	52.16	20.85
3.7	47.71	-124.75	882.66	297.041	52.59	20.61
3.8	46.77	-124.75	888.57	299.573	53.04	20.37
3.9	45.84	-122.79	893.89	302.042	53.51	20.12
4.0	44.93	-118.88	898.66	304.452	54.00	19.88
4.1	44.04	-113.10	902.88	306.805	54.51	19.63
4.2	43.17	-105.54	906.59	309.104	55.04	19.39
4.3	42.32	-96.31	909.80	311.352	55.59	19.15
4.4	41.48	-85.57	912.52	313.549	56.16	18.91
4.5	40.66	-73.47	914.78	315.700	56.75	18.66
4.6	39.85	-60.22	916.59	317.805	57.36	18.42
4.7	39.06	-46.02	917.98	319.867	57.99	18.18
4.8	38.29	-31.09	918.94	321.888	58.64	17.94
4.9	37.53	-15.67	919.51	323.868	59.31	17.70
5.0	36.79	0.00	919.70	325.810	60.00	17.46
5.1	36.06	15.67	919.52	327.714	60.71	17.22
5.2	35.35	31.09	918.98	329.584	61.44	16.98
5.3	34.65	46.02	918.11	331.419	62.19	16.74
5.4	33.96	60.22	916.91	333.220	62.96	16.50
5.5	33.29	73.47	915.40	334.990	63.75	16.26
5.6	32.63	85.57	913.58	336.730	64.56	16.02
5.7	31.98	96.31	911.48	338.439	65.39	15.78
5.8	31.35	105.54	909.11	340.120	66.24	15.55
5.9	30.73	113.10	906.47	341.773	67.11	15.31
6.0	30.12	118.88	903.58	343.399	68.00	15.07
6.1	29.52	122.79	900.45	344.999	68.91	14.83
6.2	28.94	124.75	897.09	346.574	69.84	14.60
6.3	28.37	124.75	893.51	348.124	70.79	14.36
6.4	27.80	122.79	889.72	349.651	71.76	14.12
6.5	27.25	118.88	885.73	351.155	72.75	13.89
6.6	26.71	113.10	881.55	352.636	73.76	13.65
6.7	26.18	105.54	877.18	354.096	74.79	13.41
6.8	25.67	96.31	872.65	355.535	75.84	13.18
6.9	25.16	85.57	867.95	356.953	76.91	12.94
7.0	24.66	73.47	863.09	358.352	78.00	12.71
7.1	24.17	60.22	858.08	359.731	79.11	12.47
7.2	23.69	46.02	852.94	361.092	80.24	12.24
7.3	23.22	31.09	847.66	362.434	81.39	12.01
7.4	22.76	15.67	842.26	363.759	82.56	11.77
7.5	22.31	0.00	836.74	365.066	83.75	11.54
7.6	21.87	-15.67	831.11	366.356	84.96	11.30
7.7	21.44	-31.09	825.37	367.630	86.19	11.07
7.8	21.01	-46.02	819.53	368.888	87.44	10.84
7.9	20.60	-60.22	813.60	370.130	88.71	10.60
8.0	20.19	-73.47	807.59	371.357	90.00	10.37
8.1	19.79	-85.57	801.49	372.569	91.31	10.14
8.2	19.40	-96.31	795.32	373.767	92.64	9.90
8.3	19.01	-105.54	789.08	374.950	93.99	9.67
8.4	18.64	-113.10	782.77	376.120	95.36	9.44
8.5	18.27	-118.88	776.40	377.276	96.75	9.21
8.6	17.91	-122.79	769.98	378.419	98.16	8.97
8.7	17.55	-124.75	763.51	379.549	99.59	8.74
8.8	17.20	-124.75	757.00	380.666	101.04	8.51
8.9	16.86	-122.79	750.44	381.771	102.51	8.28
9.0	16.53	-118.88	743.84	382.864	104.00	8.05
9.1	16.20	-113.10	737.22	383.945	105.51	7.82
9.2	15.88	-105.54	730.56	385.015	107.04	7.59
9.3	15.57	-96.31	723.88	386.073	108.59	7.35
9.4	15.26	-85.57	717.17	387.120	110.16	7.12
9.5	14.96	-73.47	710.45	388.156	111.75	6.89
9.6	14.66	-60.22	703.71	389.182	113.36	6.66
9.7	14.37	-46.02	696.96	390.197	114.99	6.43
9.8	14.09	-31.09	690.21	391.202	116.64	6.20
9.9	13.81	-15.67	683.44	392.197	118.31	5.97
10.0	13.53	0.00	676.68	393.183	120.00	5.74
10.1	13.27	15.67	669.91	394.158	121.71	5.51
10.2	13.00	31.09	663.15	395.124	123.44	5.28
10.3	12.75	46.02	656.39	396.081	125.19	5.05
10.4	12.49	60.22	649.64	397.029	126.96	4.82
10.5	12.25	73.47	642.90	397.968	128.75	4.59
10.6	12.00	85.57	636.17	398.898	130.56	4.36
10.7	11.77	96.31	629.45	399.820	132.39	4.13
10.8	11.53	105.54	622.76	400.733	134.24	3.90
10.9	11.30	113.10	616.08	401.638	136.11	3.67
11.0	11.08	118.88	609.42	402.535	138.00	3.44
11.1	10.86	122.79	602.78	403.424	139.91	3.21
11.2	10.65	124.75	596.17	404.305	141.84	2.98
11.3	10.44	124.75	589.58	405.178	143.79	2.75
11.4	10.23	122.79	583.02	406.044	145.76	2.52
11.5	10.03	118.88	576.49	406.903	147.75	2.29
